0.000,-3.234,-1.679,-1.910,-1.918,-1.818,-1.653,-1.468,-1.361,-1.139,-0.985,-0.866,-0.748,-0.628,-0.532,-0.365,-0.270,-0.181,-0.128,-0.087,-0.062,-0.043,-0.029,-0.020,-0.014,-0.009,-0.006,-0.003,-0.001,0.000,0.001,0.002,0.003,0.003,0.003,0.004,0.004,0.004,0.004,0.005,0.005,0.005,0.006,0.007,0.008,0.008,0.009,0.010,0.011,0.012,0.013,0.014,0.015,0.018,0.022,0.028,0.035
0.000,0.000,-0.810,-1.600,-1.771,-1.700,-1.523,-1.323,-1.215,-0.979,-0.827,-0.715,-0.605,-0.497,-0.414,-0.273,-0.197,-0.129,-0.090,-0.061,-0.042,-0.029,-0.019,-0.013,-0.008,-0.005,-0.003,-0.001,0.000,0.001,0.002,0.003,0.003,0.003,0.004,0.004,0.004,0.004,0.004,0.005,0.005,0.005,0.006,0.007,0.008,0.008,0.009,0.010,0.011,0.012,0.013,0.014,0.015,0.018,0.022,0.028,0.035
0.000,0.000,0.000,-3.075,-2.210,-1.851,-1.545,-1.265,-1.133,-0.852,-0.692,-0.582,-0.479,-0.382,-0.310,-0.194,-0.137,-0.087,-0.060,-0.039,-0.027,-0.018,-0.011,-0.007,-0.004,-0.002,-0.000,0.001,0.002,0.002,0.003,0.003,0.004,0.004,0.004,0.004,0.004,0.004,0.005,0.005,0.005,0.005,0.006,0.007,0.008,0.008,0.009,0.010,0.011,0.012,0.013,0.014,0.016,0.019,0.022,0.029,0.035
0.000,0.000,0.000,0.000,-1.725,-1.524,-1.228,-0.956,-0.840,-0.580,-0.452,-0.370,-0.295,-0.228,-0.181,-0.107,-0.074,-0.045,-0.030,-0.019,-0.012,-0.007,-0.004,-0.002,-0.000,0.001,0.002,0.003,0.003,0.003,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.005,0.005,0.005,0.006,0.006,0.007,0.008,0.008,0.009,0.010,0.011,0.012,0.013,0.014,0.016,0.019,0.023,0.029,0.036
0.000,0.000,0.000,0.000,0.000,-1.325,-0.900,-0.602,-0.505,-0.289,-0.212,-0.168,-0.129,-0.097,-0.075,-0.041,-0.027,-0.016,-0.010,-0.005,-0.002,-0.000,0.001,0.002,0.003,0.003,0.003,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.005,0.005,0.005,0.005,0.006,0.006,0.007,0.008,0.008,0.009,0.010,0.011,0.012,0.013,0.014,0.016,0.019,0.023,0.029,0.036
0.000,0.000,0.000,0.000,0.000,0.000,-0.155,-0.097,-0.082,-0.032,-0.025,-0.022,-0.019,-0.015,-0.012,-0.006,-0.003,-0.000,0.001,0.002,0.003,0.003,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.005,0.005,0.005,0.005,0.006,0.006,0.007,0.008,0.008,0.009,0.010,0.011,0.012,0.013,0.014,0.016,0.019,0.023,0.029,0.036
0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.048,-0.039,-0.003,-0.006,-0.008,-0.009,-0.008,-0.006,-0.002,-0.001,0.001,0.002,0.003,0.003,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.005,0.005,0.005,0.005,0.006,0.006,0.007,0.008,0.008,0.009,0.010,0.011,0.012,0.013,0.014,0.016,0.019,0.023,0.029,0.036
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.009,0.010,0.001,-0.004,-0.006,-0.006,-0.005,-0.001,0.000,0.002,0.002,0.003,0.003,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.005,0.005,0.005,0.005,0.006,0.006,0.007,0.008,0.008,0.009,0.010,0.011,0.012,0.013,0.014,0.016,0.019,0.023,0.029,0.036
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.010,-0.001,-0.007,-0.008,-0.007,-0.005,-0.001,0.000,0.002,0.003,0.003,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.005,0.005,0.005,0.005,0.006,0.006,0.007,0.008,0.008,0.009,0.010,0.011,0.012,0.013,0.014,0.016,0.019,0.023,0.029,0.036
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.033,-0.026,-0.016,-0.009,-0.006,-0.000,0.001,0.002,0.003,0.003,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.005,0.005,0.005,0.005,0.006,0.006,0.007,0.008,0.008,0.009,0.010,0.011,0.012,0.013,0.014,0.016,0.019,0.023,0.029,0.036
